年,月,日,レーティング
2020,3,16,1793
2020,3,25,1799
2021,4,2,1790
2021,4,6,1801
2021,4,13,1793
2021,4,16,1786
2021,4,22,1781
2021,4,30,1788
2021,4,30,1795
2021,5,12,1804
2021,5,20,1809
2021,6,18,1815
2021,6,22,1821
2021,7,2,1811
2021,7,10,1804
2021,7,14,1801
2021,7,21,1792
2021,8,5,1793
2021,8,11,1784
2021,8,19,1774
2021,9,2,1778
2021,9,14,1781
2021,9,29,1774
2021,10,7,1766
2021,11,4,1759
2021,11,11,1768
2021,11,21,1759
2021,11,30,1751
2021,12,8,1755
2021,12,15,1764
2021,12,28,1756
2021,12,28,1764
2021,1,7,1770
2021,1,11,1779
2021,2,4,1773
2021,2,8,1765
2021,2,25,1757
2021,3,3,1763
2021,3,11,1758
2021,3,16,1751
2022,4,1,1743
2022,5,2,1736
2022,5,12,1748
2022,5,20,1739
2022,6,16,1746
2022,6,21,1738
2022,6,28,1743
2022,7,7,1734
2022,7,19,1743
2022,7,23,1753
2022,7,28,1747
2022,8,1,1738
2022,8,4,1750
2022,8,9,1759
2022,8,12,1752
2022,8,18,1747
2022,8,23,1755
2022,9,8,1749
2022,9,15,1755
2022,9,15,1757
2022,9,22,1766
2022,9,29,1769
2022,10,4,1777
2022,10,20,1765
2022,10,25,1756
2022,10,25,1759
2022,11,8,1766
2022,11,16,1772
2022,11,20,1765
2022,12,1,1757
2022,12,22,1757
2022,1,12,1757
2022,2,9,1757
2022,3,9,1757
