年,月,日,レーティング
2016,9,6,1858
2016,9,10,1865
2016,9,12,1855
2016,9,15,1861
2016,9,20,1867
2016,9,26,1874
2016,10,1,1879
2016,10,4,1885
2016,10,8,1891
2016,10,21,1897
2016,10,24,1903
2016,11,1,1893
2016,11,4,1900
2016,11,7,1890
2016,11,14,1880
2016,11,17,1873
2016,11,22,1880
2016,11,25,1867
2016,12,8,1859
2016,12,18,1866
2016,1,10,1854
2016,1,15,1859
2016,2,1,1850
2016,2,13,1850
2016,2,25,1856
2016,3,17,1845
2017,4,11,1851
2017,5,15,1858
2017,6,1,1848
2017,6,9,1855
2017,6,13,1862
2017,6,17,1870
2017,6,25,1876
2017,6,28,1877
2017,7,1,1881
2017,7,5,1871
2017,7,11,1862
2017,7,14,1869
2017,7,18,1874
2017,7,21,1881
2017,7,25,1873
2017,7,31,1864
2017,8,2,1871
2017,8,6,1879
2017,8,8,1866
2017,8,12,1874
2017,8,14,1863
2017,8,15,1868
2017,8,17,1859
2017,8,22,1867
2017,8,25,1858
2017,8,29,1847
2017,9,5,1839
2017,9,8,1829
2017,9,15,1835
2017,9,19,1824
2017,9,23,1815
2017,10,3,1820
2017,10,11,1827
2017,10,14,1818
2017,10,20,1809
2017,10,26,1817
2017,10,28,1823
2017,10,31,1830
2017,11,4,1820
2017,11,8,1811
2017,11,19,1818
2017,11,23,1809
2017,11,29,1817
2017,12,4,1825
2017,12,21,1832
2017,1,11,1823
2017,1,13,1813
2018,4,6,1847
2018,4,11,1853
2018,4,19,1859
2018,5,3,1849
2018,5,8,1838
2018,5,17,1845
2018,5,19,1851
2018,5,22,1841
2018,5,24,1845
2018,5,29,1835
2018,6,4,1826
2018,6,6,1820
2018,6,16,1814
2018,6,19,1824
2018,6,30,1816
2018,7,3,1810
2018,7,10,1815
2018,7,12,1825
2018,7,17,1818
2018,7,20,1812
2018,7,26,1817
2018,8,8,1808
2018,8,15,1815
2018,8,26,1822
2019,4,4,1862
2019,4,9,1853
2019,4,23,1857
2019,5,3,1850
2019,5,10,1855
2019,5,14,1860
2019,5,20,1867
2019,5,23,1873
2019,5,30,1878
2019,6,4,1868
2019,6,6,1877
2019,6,24,1867
2019,6,27,1874
2019,7,9,1880
2019,7,12,1881
2019,7,18,1874
2019,7,20,1863
2019,7,22,1869
2019,8,9,1858
2019,8,23,1861
2019,8,29,1867
2019,9,3,1874
2019,9,3,1878
2019,9,6,1866
2019,9,14,1872
2019,9,19,1866
2019,10,3,1871
2019,10,16,1866
2019,10,18,1875
2019,10,21,1881
2019,10,25,1873
2019,11,1,1863
2019,11,3,1856
2019,11,11,1844
2019,11,14,1850
2019,11,19,1843
2019,12,2,1849
2019,12,9,1839
2019,12,19,1847
2019,12,19,1852
2019,1,8,1840
2019,1,15,1844
2019,1,24,1831
2019,1,29,1837
2019,2,18,1844
2019,2,27,1838
2019,3,6,1828
2019,3,12,1834
2019,3,23,1837
2020,4,3,1841
2020,4,8,1847
2020,5,7,1853
2020,5,21,1857
2020,6,8,1844
2020,6,13,1852
2020,6,28,1860
2020,7,4,1850
2020,7,13,1845
2020,7,28,1833
2020,8,13,1823
2020,8,17,1827
2020,8,25,1818
2020,9,2,1825
2020,9,6,1816
2020,9,19,1824
2020,9,22,1831
2020,10,1,1843
2020,10,9,1834
2020,10,14,1828
2020,10,22,1835
2020,10,29,1846
2020,11,3,1853
2020,11,7,1847
2020,11,17,1841
2020,11,20,1847
2020,11,23,1841
2020,11,26,1846
2020,12,5,1840
2020,12,6,1834
2020,12,10,1844
2020,12,10,1849
2020,12,22,1836
2021,4,1,1831
2021,4,14,1837
2021,4,22,1831
2021,4,30,1819
2021,5,7,1810
2021,5,21,1817
2021,5,24,1825
2021,6,8,1819
2021,7,5,1825
2021,7,9,1815
2021,7,15,1804
2021,7,20,1794
2021,8,28,1786
2021,9,17,1777
2021,10,1,1772
2021,10,5,1767
2021,10,13,1775
2021,10,21,1786
2021,10,24,1795
2021,10,28,1800
2021,11,9,1791
2021,11,19,1788
2021,11,24,1780
2021,12,3,1788
2021,12,9,1792
2021,12,15,1782
2021,12,18,1790
2021,1,7,1781
2021,1,23,1775
2021,1,26,1780
2021,2,4,1785
2021,2,6,1780
2021,2,16,1788
2021,3,3,1779
2021,3,7,1771
2021,3,13,1764
2021,3,18,1759
2021,3,31,1751
2022,4,6,1741
2022,4,13,1732
2022,4,19,1739
2022,5,2,1744
2022,5,19,1753
2022,6,16,1761
2022,6,30,1769
2022,7,7,1774
2022,7,21,1781
2022,7,28,1783
2022,7,30,1774
2022,8,5,1783
2022,8,9,1790
2022,8,14,1785
2022,9,8,1774
2022,9,14,1764
2022,9,19,1774
2022,9,23,1783
2022,9,29,1780
2022,10,7,1771
2022,10,14,1779
2022,10,20,1787
2022,10,26,1776
2022,10,31,1786
2022,11,5,1797
2022,11,10,1804
2022,11,14,1810
2022,11,17,1815
2022,11,22,1807
2022,11,28,1817
2022,12,1,1817
2022,12,22,1817
2022,1,8,1817
2022,1,12,1817
2022,1,21,1817
2022,1,28,1817
2022,2,9,1817
2022,2,9,1817
2022,2,25,1817
2022,3,9,1817
2022,3,11,1817
2022,3,25,1817
