年,月,日,レーティング
2016,2,9,1776
2016,2,16,1767
2016,2,23,1758
2016,3,3,1765
2016,3,9,1770
2016,3,17,1757
2016,3,24,1765
2016,3,31,1773
2017,4,7,1781
2017,4,14,1773
2017,5,1,1763
2017,5,9,1772
2017,5,18,1763
2017,5,22,1770
2017,6,15,1762
2017,6,22,1766
2017,6,29,1754
2017,7,20,1747
2017,7,27,1739
2017,7,30,1747
2017,8,14,1750
2017,8,25,1744
2017,9,17,1738
2017,9,21,1733
2017,9,28,1725
2017,10,12,1718
2017,10,19,1704
2017,10,27,1712
2017,11,16,1721
2017,12,8,1729
2017,12,8,1734
2017,12,21,1727
2017,12,27,1737
2017,1,18,1741
2017,2,15,1750
2017,2,22,1756
2017,3,1,1748
2017,3,9,1755
2017,3,14,1764
2017,3,16,1754
2017,3,22,1756
2017,3,30,1745
2018,4,6,1739
2018,4,12,1732
2018,4,20,1723
2018,5,3,1715
2018,5,17,1726
2018,6,1,1734
2018,6,14,1740
2018,6,24,1750
2018,6,28,1741
2018,7,5,1733
2018,7,19,1724
2018,7,28,1729
2018,7,28,1732
2018,8,2,1733
2018,8,9,1740
2018,8,30,1731
2018,9,7,1737
2018,9,13,1741
2018,10,6,1746
2018,10,12,1750
2018,10,18,1757
2018,11,1,1750
2018,11,9,1754
2018,11,14,1760
2018,11,22,1767
2018,11,30,1775
2018,12,7,1767
2018,12,13,1759
2018,12,21,1769
2018,12,28,1773
2018,1,10,1780
2018,1,25,1771
2018,2,14,1760
2018,2,22,1767
2018,2,28,1771
2018,3,8,1777
2018,3,14,1785
2018,3,20,1792
2018,3,28,1798
2019,4,2,1790
2019,4,11,1794
2019,4,19,1798
2019,4,26,1785
2019,5,1,1777
2019,5,14,1786
2019,5,17,1782
2019,5,23,1790
2019,5,30,1782
2019,6,4,1792
2019,6,6,1801
2019,6,14,1811
2019,6,30,1806
2019,7,3,1794
2019,7,8,1789
2019,7,30,1797
2019,8,4,1792
2019,8,5,1796
2019,8,8,1806
2019,8,13,1817
2019,8,20,1812
2019,8,23,1823
2019,8,27,1834
2019,9,5,1828
2019,9,9,1822
2019,9,13,1832
2019,9,25,1822
2019,9,28,1832
2019,10,3,1839
2019,10,15,1827
2019,11,15,1818
2019,11,17,1824
2019,11,29,1828
2019,12,19,1817
2019,12,26,1808
2019,1,12,1796
2019,1,24,1808
2019,1,29,1815
2019,2,14,1808
2019,2,27,1798
2019,3,1,1807
2019,3,13,1798
2019,3,19,1803
2019,3,26,1792
2020,4,3,1797
2020,6,11,1802
2020,6,19,1807
2020,6,22,1814
2020,7,1,1821
2020,7,8,1816
2020,7,13,1819
2020,7,17,1815
2020,7,22,1821
2020,7,30,1809
2020,8,4,1804
2020,8,12,1800
2020,8,14,1805
2020,8,19,1812
2020,8,24,1808
2020,8,27,1815
2020,9,6,1804
2020,9,11,1796
2020,9,17,1805
2020,9,25,1796
2020,10,1,1791
2020,10,8,1787
2020,10,20,1795
2020,10,23,1790
2020,10,26,1782
2020,10,29,1773
2020,11,6,1780
2020,11,12,1772
2020,11,17,1764
2020,11,20,1758
2020,11,22,1755
2020,12,3,1768
2020,12,24,1774
2020,1,14,1780
2020,1,21,1788
2020,1,21,1794
2020,1,28,1785
2020,1,31,1794
2020,2,4,1804
2020,2,13,1812
2020,2,19,1818
2020,2,21,1829
2020,2,26,1820
2020,3,4,1811
2020,3,11,1814
2020,3,19,1820
2020,3,26,1808
2021,4,7,1799
2021,4,14,1806
2021,4,22,1810
2021,4,22,1811
2021,4,29,1816
2021,5,7,1823
2021,5,10,1815
2021,5,13,1821
2021,5,21,1810
2021,5,23,1802
2021,5,27,1791
2021,6,3,1781
2022,4,3,1717
2022,4,22,1724
2022,5,2,1732
2022,5,12,1740
2022,6,9,1734
2022,6,22,1741
2022,7,1,1748
2022,7,6,1739
2022,7,9,1734
2022,7,15,1728
2022,7,20,1721
2022,7,29,1725
