年,月,日,レーティング
2016,8,17,1811
2016,8,17,1813
2016,9,3,1805
2016,9,9,1799
2016,9,15,1803
2016,9,25,1795
2017,4,7,1765
2017,4,13,1774
2017,4,18,1767
2017,5,2,1759
2017,6,7,1752
2017,6,29,1745
2017,7,3,1737
2017,7,12,1731
2017,7,17,1734
2017,7,20,1726
2017,8,24,1734
2017,9,16,1727
2017,9,16,1735
2017,9,21,1726
2017,9,29,1734
2017,10,8,1744
2017,10,11,1753
2017,10,19,1745
2017,10,26,1735
2017,11,2,1730
2017,11,7,1726
2017,11,7,1730
2017,11,15,1724
2017,11,18,1728
2017,11,21,1738
2017,11,26,1748
2017,11,30,1756
2017,12,14,1749
2017,12,21,1752
2017,12,26,1759
2017,1,12,1750
2017,1,18,1741
2017,1,31,1735
2017,2,15,1725
2017,2,25,1735
2017,3,9,1745
2017,3,11,1753
2017,3,29,1746
2018,4,12,1740
2018,4,17,1732
2018,5,15,1740
2018,6,14,1735
2018,6,28,1742
2018,7,4,1750
2018,7,19,1759
2018,7,27,1747
2018,8,3,1752
2019,4,11,1779
2019,4,15,1786
2019,4,19,1776
2019,4,26,1785
2019,5,20,1781
2019,6,13,1785
2019,6,20,1775
2019,6,27,1766
2019,7,11,1776
2019,7,23,1767
2019,8,22,1773
2019,8,27,1780
2019,9,6,1786
2019,9,12,1780
2019,9,19,1773
2019,9,25,1765
2019,10,3,1757
2019,10,31,1764
2019,11,8,1757
2019,11,14,1750
2019,12,1,1757
2019,12,5,1752
2019,12,5,1761
2019,12,19,1766
2019,1,8,1757
2019,1,17,1761
2019,1,17,1769
2019,1,23,1760
2019,1,29,1766
2019,2,13,1756
2019,2,25,1760
2019,3,2,1750
2019,3,6,1740
2019,3,12,1736
2019,3,23,1730
2020,4,10,1739
2020,6,11,1732
2020,6,23,1740
2020,7,9,1734
2020,7,24,1743
2020,7,25,1733
2020,7,30,1724
2020,8,27,1732
2020,9,2,1738
2020,9,17,1726
2020,10,8,1735
2020,10,15,1731
2020,10,29,1721
2020,11,26,1714
2020,12,3,1704
2020,12,9,1713
2020,12,24,1719
2020,1,8,1729
2020,1,14,1735
2020,1,19,1726
2020,2,4,1722
2020,2,13,1713
2020,3,4,1707
2020,3,11,1717
2020,3,25,1727
2021,4,6,1718
2021,4,15,1708
2021,5,13,1712
2021,5,19,1719
2021,6,3,1711
2021,6,10,1718
2021,6,17,1725
2021,6,23,1734
2021,7,5,1741
2021,7,15,1751
2021,7,21,1741
2021,7,28,1745
2021,8,2,1734
2021,8,27,1742
2021,9,2,1750
2021,9,16,1739
2021,9,30,1732
2021,10,6,1724
2021,10,19,1714
2021,10,29,1712
2021,11,7,1723
2021,11,11,1735
2021,11,24,1741
2021,12,2,1734
2021,12,5,1740
2021,12,6,1731
2021,12,9,1743
2021,12,13,1734
2021,12,21,1743
2021,12,23,1739
2021,1,13,1747
2021,1,20,1739
2021,1,28,1730
2021,2,3,1726
2021,2,7,1735
2021,2,24,1739
2021,3,9,1744
2021,3,18,1737
2021,3,24,1739
2022,4,13,1732
2022,4,21,1726
2022,6,3,1731
2022,6,16,1725
2022,6,30,1735
2022,7,7,1725
2022,7,15,1716
2022,7,15,1723
2022,7,17,1716
2022,7,21,1725
2022,7,28,1729
2022,8,18,1719
2022,9,4,1711
2022,9,9,1722
2022,9,14,1716
2022,9,22,1721
2022,9,29,1710
2022,10,7,1702
2022,10,20,1709
2022,11,3,1702
2022,11,10,1711
2022,12,1,1705
2022,12,11,1705
2022,12,22,1705
2022,1,12,1705
2022,2,9,1705
2022,3,9,1705
