年,月,日,レーティング
2021,12,2,1679
2021,12,5,1687
2021,12,10,1696
2021,12,15,1705
2021,12,23,1696
2021,12,28,1687
2021,1,13,1681
2021,1,20,1673
2021,1,25,1680
2021,2,3,1673
2021,2,13,1667
2021,2,28,1677
2021,3,6,1673
2021,3,9,1681
2021,3,20,1690
2021,3,22,1686
2022,4,6,1693
2022,4,14,1702
2022,5,20,1694
2022,6,3,1687
2022,6,9,1680
2022,6,22,1671
2022,7,6,1665
2022,7,20,1676
2022,7,25,1684
2022,8,3,1688
2022,8,17,1677
2022,8,26,1680
2022,9,2,1669
2022,9,7,1673
2022,10,4,1681
2022,10,14,1686
2022,10,19,1696
